CountyID,Year,month,County_Name,gasprice,alcoholTotal,MetroStatus,metroStatus_adj,totcrash,monthlyVMT,unemprate,nonAutoRatio,work_at_home_Ratio,pubTranRatio,WalkingRatio,bikingRatio,MotorcycleRatio,Inflationrate,CumulativeInflateRate,gasprice_adj
42.0,1998.0,1.0,Lyon,0.762,25.740766620236215,2.0,1.0,37.0,15360625.119345058,4.2,0.072336562,0.052436441,0.013544189,0.056900726,0.001891646,0.00128632,0.0157,1.0,0.9765637667752494
43.0,1998.0,1.0,Mahnomen,0.762,25.740766620236215,0.0,0.0,56.0,23134576.001798734,10.1,0.042231119,0.058904185,0.004826414,0.034826962,0.002577744,0.000987221,0.0157,1.0,0.9765637667752494
44.0,1998.0,1.0,Marshall,0.762,25.740766620236215,0.0,0.0,5.0,5049859.7361346865,14.6,0.068636364,0.106363636,0.005,0.063636364,0.0,0.0,0.0157,1.0,0.9765637667752494
45.0,1998.0,1.0,Martin,0.762,25.740766620236215,2.0,1.0,7.0,11173857.485957824,4.5,0.048654709,0.078699552,0.000224215,0.045964126,0.002466368,0.0,0.0157,1.0,0.9765637667752494
46.0,1998.0,1.0,McLeod,0.762,25.740766620236215,2.0,1.0,49.0,19877773.817846294,3.3,0.051600753,0.064783427,0.007156309,0.038512241,0.005932203,0.000282486,0.0157,1.0,0.9765637667752494
47.0,1998.0,1.0,Meeker,0.762,25.740766620236215,0.0,0.0,27.0,16482611.196811745,7.8,0.045674173,0.062813383,0.002370316,0.039474884,0.003828973,0.0,0.0157,1.0,0.9765637667752494
48.0,1998.0,1.0,Mille Lacs,0.762,25.740766620236215,0.0,0.0,39.0,22560973.348276913,10.5,0.044345266,0.058209097,0.001329408,0.040262083,0.002753775,0.000189915,0.0157,1.0,0.9765637667752494
49.0,1998.0,1.0,Morrison,0.762,25.740766620236215,0.0,0.0,40.0,30789532.79580097,10.2,0.045390262,0.087682672,0.00175096,0.041349586,0.002289716,0.000471412,0.0157,1.0,0.9765637667752494
50.0,1998.0,1.0,Mower,0.762,25.740766620236215,2.0,1.0,68.0,28416670.150038544,2.9,0.057046248,0.045429756,0.015597731,0.035831152,0.005617365,0.0,0.0157,1.0,0.9765637667752494
51.0,1998.0,1.0,Murray,0.762,25.740766620236215,0.0,0.0,7.0,7199320.632961104,7.8,0.066830029,0.109601247,0.00757407,0.055468924,0.003787035,0.0,0.0157,1.0,0.9765637667752494
52.0,1998.0,1.0,Nicollet,0.762,25.740766620236215,2.0,1.0,52.0,23376477.871457864,2.5,0.093821787,0.04987305,0.002538992,0.087957925,0.00332487,0.0,0.0157,1.0,0.9765637667752494
53.0,1998.0,1.0,Nobles,0.762,25.740766620236215,2.0,1.0,29.0,20090969.532205787,6.0,0.057431083,0.075309628,0.009888134,0.045545346,0.001997603,0.000799041,0.0157,1.0,0.9765637667752494
54.0,1998.0,1.0,Norman,0.762,25.740766620236215,0.0,0.0,8.0,8489970.325906344,7.7,0.072716346,0.086237981,0.002704327,0.070012019,0.0,0.0,0.0157,1.0,0.9765637667752494
55.0,1998.0,1.0,Olmsted,0.762,25.740766620236215,1.0,1.0,231.0,74775315.83182907,2.3,0.074334886,0.037015677,0.031233401,0.037622741,0.005478745,0.000318708,0.0157,1.0,0.9765637667752494
56.0,1998.0,1.0,Otter Tail,0.762,25.740766620236215,2.0,1.0,78.0,41493481.03603575,7.0,0.051892925,0.072772467,0.00500956,0.045736138,0.001147228,0.000305927,0.0157,1.0,0.9765637667752494
57.0,1998.0,1.0,Pennington,0.762,25.740766620236215,0.0,0.0,25.0,9424747.818812167,7.4,0.043610857,0.046965538,0.013418725,0.027142421,0.00304971,0.0,0.0157,1.0,0.9765637667752494
58.0,1998.0,1.0,Pine,0.762,25.740766620236215,0.0,0.0,64.0,38578218.26449175,11.3,0.034993967,0.063264954,0.003275297,0.030942941,0.000775728,0.00043096,0.0157,1.0,0.9765637667752494
59.0,1998.0,1.0,Pipestone,0.762,25.740766620236215,0.0,0.0,17.0,7565298.142140013,4.5,0.0711802,0.078952751,0.000204541,0.064839435,0.006136224,0.0,0.0157,1.0,0.9765637667752494
60.0,1998.0,1.0,Polk,0.762,25.740766620236215,1.0,1.0,36.0,31352311.5360422,5.4,0.058719865,0.053926406,0.003736078,0.053432962,0.001550825,0.000281968,0.0157,1.0,0.9765637667752494
61.0,1998.0,1.0,Pope,0.762,25.740766620236215,0.0,0.0,15.0,9583466.467345053,5.1,0.04692526,0.113907285,0.001702933,0.042194891,0.003027436,0.00037843,0.0157,1.0,0.9765637667752494
62.0,1998.0,1.0,Ramsey,0.762,25.740766620236215,1.0,1.0,1367.0,332680253.1982043,2.6,0.10302858,0.030877455,0.060387188,0.037865894,0.004775498,0.000829853,0.0157,1.0,0.9765637667752494
63.0,1998.0,1.0,Red Lake,0.762,25.740766620236215,0.0,0.0,5.0,3883490.4073418705,14.6,0.063583815,0.083552286,0.001576458,0.060430899,0.001576458,0.0,0.0157,1.0,0.9765637667752494
64.0,1998.0,1.0,Redwood,0.762,25.740766620236215,0.0,0.0,22.0,15119607.397101533,4.5,0.073067858,0.092296241,0.011412976,0.058057313,0.003597569,0.000496216,0.0157,1.0,0.9765637667752494
65.0,1998.0,1.0,Renville,0.762,25.740766620236215,0.0,0.0,17.0,14368215.62574877,6.3,0.061276908,0.090141879,0.005993151,0.052348337,0.002935421,0.000489237,0.0157,1.0,0.9765637667752494
66.0,1998.0,1.0,Rice,0.762,25.740766620236215,2.0,1.0,110.0,42922730.60309982,4.0,0.113131031,0.048979164,0.006992029,0.097783527,0.008355475,0.000664243,0.0157,1.0,0.9765637667752494
67.0,1998.0,1.0,Rock,0.762,25.740766620236215,0.0,0.0,9.0,11536158.248998448,3.6,0.063298969,0.099175258,0.003298969,0.055257732,0.004742268,0.0,0.0157,1.0,0.9765637667752494
68.0,1998.0,1.0,Roseau,0.762,25.740766620236215,0.0,0.0,17.0,10245281.892555147,7.2,0.043670735,0.053840632,0.002991146,0.036372338,0.004307251,0.0,0.0157,1.0,0.9765637667752494
69.0,1998.0,1.0,St. Louis,0.762,25.740766620236215,0.0,0.0,286.0,150269452.20379162,5.4,0.06697136,0.034612109,0.022172877,0.04314926,0.001649222,0.000463507,0.0157,1.0,0.9765637667752494
70.0,1998.0,1.0,Scott,0.762,25.740766620236215,0.0,0.0,110.0,67945954.73737748,3.2,0.021654591,0.046051824,0.009026157,0.01152319,0.001105244,0.0,0.0157,1.0,0.9765637667752494
71.0,1998.0,1.0,Sherbune,0.762,25.740766620236215,0.0,0.0,102.0,48757808.70919895,4.5,0.018043657,0.043451473,0.003696749,0.012527872,0.001819035,8.80178e-05,0.0157,1.0,0.9765637667752494
72.0,1998.0,1.0,Sibley,0.762,25.740766620236215,1.0,1.0,18.0,13140411.986392546,6.2,0.049751244,0.081898201,0.001913509,0.046434494,0.00140324,0.000382702,0.0157,1.0,0.9765637667752494
73.0,1998.0,1.0,Stearns,0.762,25.740766620236215,0.0,0.0,253.0,86606755.56092703,5.1,0.07239724,0.058080137,0.011881936,0.056050831,0.004464473,0.000209928,0.0157,1.0,0.9765637667752494
74.0,1998.0,1.0,Steele,0.762,25.740766620236215,2.0,1.0,85.0,26355982.882688176,3.3,0.034513671,0.052498879,0.002409234,0.028742716,0.003361721,0.000168086,0.0157,1.0,0.9765637667752494
75.0,1998.0,1.0,Stevens,0.762,25.740766620236215,0.0,0.0,10.0,6577210.314262984,5.0,0.138586957,0.077833851,0.018051242,0.113354037,0.007181677,0.000388199,0.0157,1.0,0.9765637667752494
76.0,1998.0,1.0,Swift,0.762,25.740766620236215,0.0,0.0,9.0,9524519.212231636,4.6,0.065891473,0.082751938,0.005426357,0.053875969,0.006589147,0.000387597,0.0157,1.0,0.9765637667752494
77.0,1998.0,1.0,Todd,0.762,25.740766620236215,0.0,0.0,41.0,19402102.591567896,8.8,0.053362374,0.103003902,0.000544514,0.049732281,0.003085579,0.000272257,0.0157,1.0,0.9765637667752494
78.0,1998.0,1.0,Traverse,0.762,25.740766620236215,0.0,0.0,3.0,3280472.6440916327,6.1,0.088127295,0.143818849,0.00122399,0.085679315,0.00122399,0.0,0.0157,1.0,0.9765637667752494
79.0,1998.0,1.0,Wabasha,0.762,25.740766620236215,0.0,0.0,44.0,13966059.890328104,3.8,0.077501342,0.085108287,0.017272239,0.055217469,0.005011634,0.000178987,0.0157,1.0,0.9765637667752494
80.0,1998.0,1.0,Wadena,0.762,25.740766620236215,0.0,0.0,13.0,10723041.589268135,7.8,0.053850111,0.081289659,0.009775339,0.041673812,0.00240096,0.0,0.0157,1.0,0.9765637667752494
81.0,1998.0,1.0,Waseca,0.762,25.740766620236215,0.0,0.0,25.0,11760664.080830595,3.7,0.040302528,0.05719022,0.008806465,0.031081641,0.000414422,0.0,0.0157,1.0,0.9765637667752494
82.0,1998.0,1.0,Washington,0.762,25.740766620236215,0.0,0.0,317.0,130718868.89439468,2.2,0.02568541,0.038006961,0.013382471,0.011223407,0.001079532,0.00060491,0.0157,1.0,0.9765637667752494
83.0,1998.0,1.0,Watonwan,0.762,25.740766620236215,0.0,0.0,17.0,9656248.72556159,4.2,0.065878071,0.062966333,0.001273885,0.062056415,0.002547771,0.000181984,0.0157,1.0,0.9765637667752494
84.0,1998.0,1.0,Wilkin,0.762,25.740766620236215,2.0,1.0,24.0,11676457.563361585,2.8,0.047158758,0.082308143,0.003222027,0.040421793,0.003514938,0.000878735,0.0157,1.0,0.9765637667752494
85.0,1998.0,1.0,Winona,0.762,25.740766620236215,2.0,1.0,114.0,40439432.73887229,3.2,0.092326553,0.055817339,0.009615753,0.072597019,0.01011378,0.000612956,0.0157,1.0,0.9765637667752494
86.0,1998.0,1.0,Wright,0.762,25.740766620236215,0.0,0.0,146.0,69473947.41737069,4.7,0.018441756,0.048663396,0.003468404,0.013683276,0.001290077,0.000380678,0.0157,1.0,0.9765637667752494
87.0,1998.0,1.0,Yellow Medicine,0.762,25.740766620236215,0.0,0.0,12.0,9536260.191322293,5.8,0.05982575,0.089060987,0.000774443,0.056534366,0.002516941,0.0,0.0157,1.0,0.9765637667752494
1.0,1998.0,2.0,Aitkin,0.737,25.740766620236215,0.0,0.0,14.0,10393456.356396422,10.9,0.053460151,0.080026238,0.003771728,0.046900623,0.002787799,0.000491965,0.0144,1.0,0.944524273114644
2.0,1998.0,2.0,Anoka,0.737,25.740766620236215,0.0,0.0,295.0,170449862.15538993,2.4,0.039004435,0.03211877,0.02706355,0.010546553,0.001394332,0.000466825,0.0144,1.0,0.944524273114644
3.0,1998.0,2.0,Becker,0.737,25.740766620236215,0.0,0.0,19.0,24326785.99531187,7.7,0.032208364,0.07131328,0.003521643,0.027953045,0.000733676,0.0,0.0144,1.0,0.944524273114644
4.0,1998.0,2.0,Beltrami,0.737,25.740766620236215,2.0,1.0,51.0,23851068.4495881,5.6,0.071134195,0.051035962,0.009145825,0.060576977,0.001411393,0.000112911,0.0144,1.0,0.944524273114644
5.0,1998.0,2.0,Benton,0.737,25.740766620236215,0.0,0.0,30.0,22657692.256490804,4.8,0.036671671,0.044392022,0.014261205,0.019140039,0.003270427,0.000268068,0.0144,1.0,0.944524273114644
6.0,1998.0,2.0,Big Stone,0.737,25.740766620236215,0.0,0.0,7.0,4574811.293908747,5.1,0.07041107,0.095238095,0.004884005,0.064306064,0.001221001,0.0,0.0144,1.0,0.944524273114644
7.0,1998.0,2.0,Blue Earth,0.737,25.740766620236215,2.0,1.0,82.0,40259735.939948425,2.6,0.077665501,0.044047156,0.016064257,0.057747118,0.003854126,0.001651768,0.0144,1.0,0.944524273114644
8.0,1998.0,2.0,Brown,0.737,25.740766620236215,2.0,1.0,35.0,16219661.865695745,5.6,0.074714759,0.071770335,0.006256901,0.062495399,0.005962459,0.000294442,0.0144,1.0,0.944524273114644
9.0,1998.0,2.0,Carlton,0.737,25.740766620236215,0.0,0.0,34.0,29376974.703166887,6.1,0.027730496,0.037092199,0.001985816,0.024539007,0.001205674,0.000283688,0.0144,1.0,0.944524273114644
10.0,1998.0,2.0,Carver,0.737,25.740766620236215,0.0,0.0,52.0,41967715.22121773,2.3,0.027788943,0.055149128,0.00763727,0.019052979,0.001098695,0.000562746,0.0144,1.0,0.944524273114644
11.0,1998.0,2.0,Cass,0.737,25.740766620236215,0.0,0.0,31.0,21052722.627173673,8.3,0.049317943,0.068467996,0.009181532,0.038474991,0.00166142,0.0,0.0144,1.0,0.944524273114644
12.0,1998.0,2.0,Chippewa,0.737,25.740766620236215,0.0,0.0,8.0,9121964.186873203,6.7,0.038682864,0.081361893,0.003516624,0.034526854,0.000639386,0.000159847,0.0144,1.0,0.944524273114644
13.0,1998.0,2.0,Chisago,0.737,25.740766620236215,0.0,0.0,34.0,40304939.35605197,4.6,0.014394377,0.041690738,0.001684961,0.011457732,0.001251685,0.001492394,0.0144,1.0,0.944524273114644
14.0,1998.0,2.0,Clay,0.737,25.740766620236215,1.0,1.0,53.0,43268942.70569083,3.0,0.083995281,0.037868659,0.007589461,0.072237515,0.004168305,0.000314589,0.0144,1.0,0.944524273114644
15.0,1998.0,2.0,Clearwater,0.737,25.740766620236215,0.0,0.0,2.0,6715746.246734914,16.5,0.059581782,0.063019192,0.006015468,0.052134059,0.001432254,0.0,0.0144,1.0,0.944524273114644
16.0,1998.0,2.0,Cook,0.737,25.740766620236215,0.0,0.0,9.0,8729035.05571187,6.1,0.104736234,0.075086638,0.001155179,0.101270697,0.002310358,0.002310358,0.0144,1.0,0.944524273114644
17.0,1998.0,2.0,Cottonwood,0.737,25.740766620236215,0.0,0.0,15.0,8299621.539838796,3.9,0.065873426,0.089843076,0.004655975,0.055699258,0.005518193,0.0,0.0144,1.0,0.944524273114644
18.0,1998.0,2.0,Crow Wing,0.737,25.740766620236215,2.0,1.0,70.0,34949921.10026301,6.8,0.033044847,0.044807238,0.005153423,0.027143981,0.000747443,0.000275374,0.0144,1.0,0.944524273114644
19.0,1998.0,2.0,Dakota,0.737,25.740766620236215,2.0,1.0,308.0,210949935.19634002,2.0,0.034439872,0.035703813,0.022963285,0.010167144,0.001309443,0.000449963,0.0144,1.0,0.944524273114644
20.0,1998.0,2.0,Dodge,0.737,25.740766620236215,0.0,0.0,12.0,10983213.733345728,5.1,0.043237371,0.063443781,0.008908202,0.033351439,0.000977729,0.000217273,0.0144,1.0,0.944524273114644
21.0,1998.0,2.0,Douglas,0.737,25.740766620236215,2.0,1.0,47.0,30954400.24641293,4.4,0.037278143,0.075600319,0.003561997,0.03132101,0.002395136,0.000429896,0.0144,1.0,0.944524273114644
22.0,1998.0,2.0,Faribault,0.737,25.740766620236215,0.0,0.0,7.0,15820074.94223835,5.1,0.063246293,0.082403884,0.006298386,0.054979661,0.001968246,0.000393649,0.0144,1.0,0.944524273114644
23.0,1998.0,2.0,Fillmore,0.737,25.740766620236215,0.0,0.0,22.0,15432152.117731279,4.7,0.077847685,0.113343976,0.019156728,0.056906752,0.001784205,0.0,0.0144,1.0,0.944524273114644
24.0,1998.0,2.0,Freeborn,0.737,25.740766620236215,2.0,1.0,46.0,26954763.257732615,3.3,0.034428201,0.053097905,0.003607367,0.02936523,0.001455604,0.001075881,0.0144,1.0,0.944524273114644
25.0,1998.0,2.0,Goodhue,0.737,25.740766620236215,2.0,1.0,54.0,40448950.63928831,3.4,0.04776546,0.054780876,0.01056643,0.035813269,0.001385761,8.66101e-05,0.0144,1.0,0.944524273114644
26.0,1998.0,2.0,Grant,0.737,25.740766620236215,0.0,0.0,6.0,7809088.094553592,7.9,0.057789794,0.106116931,0.001013856,0.056775938,0.0,0.0,0.0144,1.0,0.944524273114644
27.0,1998.0,2.0,Hennepin,0.737,25.740766620236215,1.0,1.0,1585.0,766846724.27014,2.0,0.111243698,0.039198969,0.071987122,0.031463197,0.007793379,0.000734075,0.0144,1.0,0.944524273114644
28.0,1998.0,2.0,Houston,0.737,25.740766620236215,1.0,1.0,21.0,12100430.400743593,4.0,0.055450095,0.084823659,0.002997302,0.04965531,0.002797482,0.001398741,0.0144,1.0,0.944524273114644
29.0,1998.0,2.0,Hubbard,0.737,25.740766620236215,0.0,0.0,19.0,10702636.648969965,7.6,0.035232765,0.060544391,0.005469346,0.029381837,0.000381582,0.0,0.0144,1.0,0.944524273114644
30.0,1998.0,2.0,Isanti,0.737,25.740766620236215,0.0,0.0,28.0,20765862.118681498,4.8,0.025489587,0.039042586,0.005035748,0.018153559,0.00230028,0.000559528,0.0144,1.0,0.944524273114644
31.0,1998.0,2.0,Itasca,0.737,25.740766620236215,0.0,0.0,50.0,28222737.3647182,8.2,0.035062669,0.040827119,0.005500026,0.027923211,0.001639431,0.00010577,0.0144,1.0,0.944524273114644
32.0,1998.0,2.0,Jackson,0.737,25.740766620236215,0.0,0.0,3.0,15696555.795730771,3.5,0.041279485,0.098284489,0.00375268,0.035382416,0.002144389,0.000357398,0.0144,1.0,0.944524273114644
33.0,1998.0,2.0,Kanabec,0.737,25.740766620236215,0.0,0.0,19.0,11854098.230310632,8.6,0.029695936,0.054987212,0.002699631,0.026427962,0.000568343,0.0,0.0144,1.0,0.944524273114644
34.0,1998.0,2.0,Kandiyohi,0.737,25.740766620236215,2.0,1.0,53.0,31352862.60427646,4.2,0.046072544,0.050924814,0.013692049,0.030602931,0.001777564,0.0,0.0144,1.0,0.944524273114644
35.0,1998.0,2.0,Kittson,0.737,25.740766620236215,0.0,0.0,4.0,5489920.0077445805,6.7,0.072727273,0.082926829,0.006651885,0.066075388,0.0,0.0,0.0144,1.0,0.944524273114644
36.0,1998.0,2.0,Koochiching,0.737,25.740766620236215,0.0,0.0,9.0,10124333.278128188,6.5,0.059452658,0.043724442,0.005976722,0.043095313,0.010380623,0.0,0.0144,1.0,0.944524273114644
37.0,1998.0,2.0,Lac qui Parle,0.737,25.740766620236215,0.0,0.0,5.0,7661273.100680877,4.1,0.073684211,0.111842105,0.004736842,0.065789474,0.003157895,0.0,0.0144,1.0,0.944524273114644
38.0,1998.0,2.0,Lake,0.737,25.740766620236215,0.0,0.0,20.0,10041105.313615253,5.2,0.061204537,0.051231912,0.0,0.058858037,0.0023465,0.0023465,0.0144,1.0,0.944524273114644
39.0,1998.0,2.0,Lake of the Woods,0.737,25.740766620236215,0.0,0.0,2.0,3966212.0861217817,5.2,0.070654734,0.095619407,0.0,0.06641545,0.004239284,0.0,0.0144,1.0,0.944524273114644
40.0,1998.0,2.0,Le Sueur,0.737,25.740766620236215,0.0,0.0,27.0,17461757.64046409,5.2,0.044304756,0.054377461,0.003786731,0.037791578,0.002726447,0.000378673,0.0144,1.0,0.944524273114644
